Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
08/07/2015,MERZ,4D,,WHI,E477612,IL,701 N. Sacramento,(773) 265-7605,6824106
08/07/2015,MITS,4D,GAL,GRY,,IL,10300 S. Doty,(773) 568-8495,2769857
08/07/2015,NISS,4D,ALT,GRY,V258549,IL,10300 S. Doty,(773) 568-8495,2769840
08/07/2015,NISS,4D,,WHI,8464644,IL,701 N. Sacramento,(773) 265-7605,6824087
08/07/2015,OLDS,2D,ALO,BLK,E398971,IL,10300 S. Doty,(773) 568-8495,2769810
08/07/2015,PONT,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2769876
08/07/2015,TOYT,4D,COA,SIL,P116881,IL,701 N. Sacramento,(773) 265-7605,6824121
08/07/2015,VOLK,4D,,BLK,R727482,IL,10300 S. Doty,(773) 568-8495,2769803
08/07/2015,,,,,S975741,IL,10300 S. Doty,(773) 568-8495,2769801
08/06/2015,BUIC,4D,,TAN,K533451,IL,10300 S. Doty,(773) 568-8495,2769736
08/06/2015,BUIC,4D,LES,MAR,S876554,IL,701 N. Sacramento,(773) 265-7605,6824062
08/06/2015,CADI,2D,,WHI,Y761511,IL,701 N. Sacramento,(773) 265-7605,6824040
08/06/2015,CADI,4D,,TAN,H844147,IL,701 N. Sacramento,(773) 265-7605,6824059
08/06/2015,CADI,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2769758
08/06/2015,CHEV,2D,,BLK,S485378,IL,10300 S. Doty,(773) 568-8495,2769657
08/06/2015,CHEV,4D,,WHI,231S389,IL,10300 S. Doty,(773) 568-8495,2769755
08/06/2015,CHEV,LL,TK,GRN,E360690,IL,10300 S. Doty,(773) 568-8495,2769756
08/06/2015,CHEV,LL,TAH,WHI,H713588,IL,10300 S. Doty,(773) 568-8495,2769687
08/06/2015,CHEV,VN,,GRN,E148306,IL,10300 S. Doty,(773) 568-8495,2769761
08/06/2015,CHRY,2D,,BLK,E997078,IL,701 N. Sacramento,(773) 265-7605,6824072
08/06/2015,DODG,4D,,GRY,Y917158,IL,10300 S. Doty,(773) 568-8495,2769757
08/06/2015,DODG,4D,,GRY,Y917158,IL,10300 S. Doty,(773) 568-8495,2769757
08/06/2015,DODG,PK,TK,BLU,1429393B,IL,701 N. Sacramento,(773) 265-7605,6824078
08/06/2015,FORD,2D,,BRZ,R880415,IL,10300 S. Doty,(773) 568-8495,2769638
08/06/2015,FORD,4D,,BLK,541LXT,IL,10300 S. Doty,(773) 568-8495,2769747
08/06/2015,FORD,4D,,SIL,E363254,IL,10300 S. Doty,(773) 568-8495,2769662
08/06/2015,FORD,LL,TK,WHI,Y718485,IL,10300 S. Doty,(773) 568-8495,2769762
08/06/2015,FORD,LL,,GRN,Y735487,IL,701 N. Sacramento,(773) 265-7605,6824082
08/06/2015,FORD,PK,TK,WHI,V768946,IL,701 N. Sacramento,(773) 265-7605,6824053
08/06/2015,FORD,VN,,MAR,,IL,10300 S. Doty,(773) 568-8495,2769763
08/06/2015,FORD,VN,,TAN,619TSF,WI,10300 S. Doty,(773) 568-8495,2769713
08/06/2015,HOND,2D,,GRN,N560103,IL,701 N. Sacramento,(773) 265-7605,6824051
08/06/2015,HOND,4D,,TAN,N662394,IL,10300 S. Doty,(773) 568-8495,2769766
08/06/2015,HYUN,LL,,GRY,795R351,IL,10300 S. Doty,(773) 568-8495,2769637
08/06/2015,JAGU,4T,,GLD,E708478,IL,701 N. Sacramento,(773) 265-7605,6824038
08/06/2015,LINC,4D,,SIL,S288716,IL,10300 S. Doty,(773) 568-8495,2769697
08/06/2015,LINC,4D,,LGR,E394039,IL,10300 S. Doty,(773) 568-8495,2769767
08/06/2015,MERZ,4D,,BLK,TWK295,NB,701 N. Sacramento,(773) 265-7605,6824058
08/06/2015,MERZ,4D,,BLK,V533499,IL,10300 S. Doty,(773) 568-8495,2769692
08/06/2015,MITS,4D,,GRY,3358,IL,10300 S. Doty,(773) 568-8495,2769750
08/06/2015,NISS,VN,,BGE,V324067,IL,701 N. Sacramento,(773) 265-7605,6824037
08/06/2015,OLDS,4D,,WHI,E881665,IL,10300 S. Doty,(773) 568-8495,2769673
08/06/2015,OLDS,4D,,RED,E433119,IL,10300 S. Doty,(773) 568-8495,2769650
08/06/2015,PLYM,VT,,GRN,L216732,IL,701 N. Sacramento,(773) 265-7605,6824080
08/06/2015,PONT,2D,,GRY,E698127,IL,701 N. Sacramento,(773) 265-7605,6824076
08/06/2015,PONT,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6824074
08/06/2015,PONT,4D,,BLK,E465216,IL,10300 S. Doty,(773) 568-8495,2769759
08/06/2015,PONT,4T,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6824046
08/06/2015,PORC,4D,,SIL,V818400,IL,10300 S. Doty,(773) 568-8495,2769745
08/06/2015,SUZI,SW,,GLD,E471779,IL,10300 S. Doty,(773) 568-8495,2769630
08/06/2015,TOYT,2T,,WHI,,IL,10300 S. Doty,(773) 568-8495,2769635
08/06/2015,TOYT,4D,,RED,E480353,IL,10300 S. Doty,(773) 568-8495,2769760
08/06/2015,TOYT,4D,,BLK,743VCP,WI,701 N. Sacramento,(773) 265-7605,6824073
08/06/2015,,MB,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6824044
08/05/2015,BMW,4D,,GRY,V764830,IL,10300 S. Doty,(773) 568-8495,2769518
08/05/2015,BMW,LL,,SIL,V758897,IL,10300 S. Doty,(773) 568-8495,2769524
08/05/2015,BUIC,4D,,BLK,E342075,IL,10300 S. Doty,(773) 568-8495,2769626
08/05/2015,CADI,4D,,GLD,X589211,IL,10300 S. Doty,(773) 568-8495,2769525
08/05/2015,CADI,4D,,SIL,V608585,IL,10300 S. Doty,(773) 568-8495,2769571
08/05/2015,CADI,4D,,BLK,E528724,IL,10300 S. Doty,(773) 568-8495,2769540
08/05/2015,CADI,4D,,BLK,N284213,IL,701 N. Sacramento,(773) 265-7605,6824034
08/05/2015,CHEV,4D,MAL,RED,V473858,IL,10300 S. Doty,(773) 568-8495,2769574
08/05/2015,CHEV,4D,,SIL,E288194,IL,10300 S. Doty,(773) 568-8495,2769603
08/05/2015,CHEV,4D,MAL,BLU,R881025,IL,10300 S. Doty,(773) 568-8495,2769550
08/05/2015,CHEV,4D,,BLU,E690076,IL,10300 S. Doty,(773) 568-8495,2769607
08/05/2015,CHEV,LL,TAH,BLK,V414420,IL,701 N. Sacramento,(773) 265-7605,6824003
08/05/2015,CHEV,LL,TK,GLD,E699082,IL,701 N. Sacramento,(773) 265-7605,6824028
08/05/2015,CHEV,PK,TK,BLK,,IL,10300 S. Doty,(773) 568-8495,2769620
08/05/2015,CHEV,VN,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6823990
08/05/2015,CHEV,VN,,WHI,V758771,IL,701 N. Sacramento,(773) 265-7605,6823985
08/05/2015,CHEV,VN,,WHI,E231720,IL,10300 S. Doty,(773) 568-8495,2769621
08/05/2015,CHRY,VN,,TAN,E703714,IL,10300 S. Doty,(773) 568-8495,2769599
08/05/2015,DODG,VN,,SIL,9667699,IL,701 N. Sacramento,(773) 265-7605,6824035
08/05/2015,DODG,VN,TK,GRN,E928169,IL,701 N. Sacramento,(773) 265-7605,6824027
08/05/2015,FORD,2D,FOC,SIL,S101360,IL,10300 S. Doty,(773) 568-8495,2769588
08/05/2015,FORD,LL,EPD,GRN,R408388,IL,10300 S. Doty,(773) 568-8495,2769605
08/05/2015,FORD,VN,,WHI,64472E,IL,10300 S. Doty,(773) 568-8495,2769536
08/05/2015,INFI,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2769618
08/05/2015,JEEP,LL,CHE,GRN,E282202,IL,10300 S. Doty,(773) 568-8495,2769556
08/05/2015,JEEP,LL,,BLK,E227758,IL,10300 S. Doty,(773) 568-8495,2769577
08/05/2015,JONS,MS,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6823979
08/05/2015,LINC,4D,,BLK,V764095,IL,10300 S. Doty,(773) 568-8495,2769527
08/05/2015,NISS,4D,,GRN,Y756770,IL,701 N. Sacramento,(773) 265-7605,6823986
08/05/2015,OLDS,4D,,WHI,315S356,IL,701 N. Sacramento,(773) 265-7605,6823989
08/05/2015,PONT,4D,,GRY,E525108,IL,10300 S. Doty,(773) 568-8495,2769522
08/05/2015,PONT,LL,TOR,SIL,E142343,IL,10300 S. Doty,(773) 568-8495,2769549
08/05/2015,TOYT,4D,CAM,TAN,E277192,IL,10300 S. Doty,(773) 568-8495,2769591
08/05/2015,TOYT,4T,,TAN,S896375,IL,10300 S. Doty,(773) 568-8495,2769541
08/05/2015,VOLV,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2769578
08/05/2015,ZCZY,MC,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6824033
08/04/2015,ACUR,4D,,GLD,503TZW,WI,701 N. Sacramento,(773) 265-7605,6823976
08/04/2015,BUIC,4D,,BLU,S876282,IL,10300 S. Doty,(773) 568-8495,2769436
08/04/2015,BUIC,4D,,GRN,EUJ766,IL,10300 S. Doty,(773) 568-8495,467292
08/04/2015,BUIC,LL,,BLU,CK9L6N,MO,701 N. Sacramento,(773) 265-7605,6823946
08/04/2015,CHEV,2D,,SIL,57191FF,IL,10300 S. Doty,(773) 568-8495,2769498
08/04/2015,CHEV,4D,,MAR,T719247,IL,10300 S. Doty,(773) 568-8495,467291
08/04/2015,CHEV,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2769432
08/04/2015,CHEV,PK,,ONG,1446765B,IL,701 N. Sacramento,(773) 265-7605,6823938
08/04/2015,CHEV,VN,,WHI,1051736,IL,701 N. Sacramento,(773) 265-7605,6823963
08/04/2015,CHEV,VN,,MAR,S944769,IL,10300 S. Doty,(773) 568-8495,2769444
08/04/2015,CHRY,4D,,GRY,V355522,IL,10300 S. Doty,(773) 568-8495,2769515
08/04/2015,CHRY,VN,,BLK,E360201,IL,10300 S. Doty,(773) 568-8495,2769507
08/04/2015,CHRY,VN,,GRY,1342069,IN,10300 S. Doty,(773) 568-8495,467290
08/04/2015,DODG,4D,,RED,V720642,IL,10300 S. Doty,(773) 568-8495,2769451
08/04/2015,DODG,VN,TK,GRY,L822746,IL,701 N. Sacramento,(773) 265-7605,6823965
08/04/2015,FORD,LL,,GRN,V707572,IL,701 N. Sacramento,(773) 265-7605,6823973
08/04/2015,FORD,LL,,RED,9647464,IL,10300 S. Doty,(773) 568-8495,2769464
08/04/2015,FORD,VN,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6823972
08/04/2015,GMC,PK,,TAN,1391703,IL,10300 S. Doty,(773) 568-8495,2769453
08/04/2015,HOND,2D,,MAR,,IL,701 N. Sacramento,(773) 265-7605,6823947
08/04/2015,HOND,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6823948
08/04/2015,HOND,4D,,BLK,V707774,IL,10300 S. Doty,(773) 568-8495,2769439
08/04/2015,HYUN,LL,,WHI,R425030,IL,701 N. Sacramento,(773) 265-7605,6823960
08/04/2015,JEEP,LL,,BGE,Y919067,IL,10300 S. Doty,(773) 568-8495,2769481
08/04/2015,MERC,2D,,GRN,E571614,IL,10300 S. Doty,(773) 568-8495,2769512
08/04/2015,MERC,4D,,SIL,E391089,IL,10300 S. Doty,(773) 568-8495,2769470
08/04/2015,NISS,4D,,WHI,P647099,IL,10300 S. Doty,(773) 785-9752,467297
08/04/2015,NISS,4D,,SIL,K527790,IL,10300 S. Doty,(773) 568-8495,2769477
08/04/2015,OLDS,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2769446
08/04/2015,OLDS,4D,,GRN,Y739026,IL,10300 S. Doty,(773) 568-8495,2769513
08/04/2015,PONT,2D,,SIL,Y917595,IL,10300 S. Doty,(773) 785-9752,467296
08/04/2015,PONT,4D,GRA,TAN,N920834,IL,10300 S. Doty,(773) 568-8495,2769455
08/04/2015,PONT,LL,,BLK,DOA7019,OH,Chicago O'hare International Airport remote lot E.,(312) 746-6350,415666
08/04/2015,SATR,4D,,BLU,E863929,IL,10300 S. Doty,(773) 568-8495,2769447
08/04/2015,TOYT,LL,,GLD,AJX7226,GA,10300 S. Doty,(773) 568-8495,2769434
08/04/2015,YAMA,MC,,RED,,IL,10300 S. Doty,(773) 568-8495,2769508
08/03/2015,BMW,LL,,GRY,Z104766,IL,10300 S. Doty,(773) 568-8495,2769399
08/03/2015,BUIC,4D,CEN,TAN,V371504,IL,701 N. Sacramento,(773) 265-7605,6823925
08/03/2015,CADI,LL,,GRN,E997152,IL,701 N. Sacramento,(773) 265-7605,6823933
08/03/2015,CHEV,4D,,WHI,R957983,IL,701 N. Sacramento,(773) 265-7605,6823916
08/03/2015,CHEV,LL,TK,GLD,E707944,IL,10300 S. Doty,(773) 568-8495,2769390
08/03/2015,CHEV,LL,,WHI,,,10300 S. Doty,(773) 568-8495,2769418
08/03/2015,CHEV,LL,,TAN,R483728,IL,701 N. Sacramento,(773) 265-7605,6823918
08/03/2015,DODG,4D,,GRN,V172525,IL,701 N. Sacramento,(773) 265-7605,6823889
08/03/2015,DODG,4D,,RED,V682451,IL,701 N. Sacramento,(773) 265-7605,6823877
08/03/2015,DODG,VN,CVN,WHI,,IL,10300 S. Doty,(773) 568-8495,2769409
08/03/2015,FORD,4D,,WHI,Y761914,IL,701 N. Sacramento,(773) 265-7605,6823856
08/03/2015,FORD,LL,TK,BLU,A648762,IL,10300 S. Doty,(773) 568-8495,2769400
08/03/2015,FORD,LL,,RED,,IL,701 N. Sacramento,(773) 265-7605,6823875
08/03/2015,FORD,LL,,RED,R481321,IL,701 N. Sacramento,(773) 265-7605,6823878
08/03/2015,HOND,2D,,SIL,S685349,IL,701 N. Sacramento,(773) 265-7605,6823863
08/03/2015,HYUN,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2769394
08/03/2015,MAZD,4D,,GRY,E500843,IL,10300 S. Doty,(773) 568-8495,467289
08/03/2015,MERC,4D,,BLK,Y912415,IL,701 N. Sacramento,(773) 265-7605,6823874
08/03/2015,MERC,4D,,SIL,P835423,IL,10300 S. Doty,(773) 568-8495,2769412
08/03/2015,MERZ,4D,,BLK,V829976,IL,10300 S. Doty,(773) 568-8495,2769397
08/03/2015,MITS,SW,,BLU,998R330,IL,701 N. Sacramento,(773) 265-7605,6823935
08/03/2015,OLDS,2D,,RED,00123200,IN,701 N. Sacramento,(773) 265-7605,6823870
08/03/2015,OLDS,4D,CUT,BLU,E650478,IL,701 N. Sacramento,(773) 265-7605,6823929
08/03/2015,OLDS,LL,,GRN,V507843,IL,701 N. Sacramento,(773) 265-7605,6823911
08/03/2015,OLDS,VN,,TAN,E309809,IL,10300 S. Doty,(773) 568-8495,2769410
08/03/2015,PONT,4D,,WHI,964R445,IL,10300 S. Doty,(773) 568-8495,2769411
08/03/2015,PONT,4D,,BLK,968R662,IL,701 N. Sacramento,(773) 265-7605,6823936
08/03/2015,PONT,4D,GRA,GRN,302S254,IL,10300 S. Doty,(773) 568-8495,2769419
08/03/2015,SATR,4D,,GRY,S882725,IL,10300 S. Doty,(773) 568-8495,2769395
08/03/2015,TOYT,4D,,SIL,257326,IL,701 N. Sacramento,(773) 265-7605,6823867
08/02/2015,ACUR,LL,,GRY,X292449,IL,10300 S. Doty,(773) 568-8495,2769347
08/02/2015,BMW,4D,,BLK,987R837,IL,10300 S. Doty,(773) 568-8495,2769356
08/02/2015,BUIC,4D,,SIL,928R462,IL,701 N. Sacramento,(773) 265-7605,6823853
08/02/2015,BUIC,4D,,TAN,Y765685,IL,701 N. Sacramento,(773) 265-7605,6823849
08/02/2015,BUIC,4D,,SIL,243S331,IL,10300 S. Doty,(773) 568-8495,2769355
08/02/2015,CADI,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2769354
08/02/2015,CHEV,4D,,GRN,E441259,IL,701 N. Sacramento,(773) 265-7605,6823843
08/02/2015,CHEV,4D,,TAN,N991877,IL,701 N. Sacramento,(773) 265-7605,6823809
08/02/2015,CHEV,LL,BLZ,BLK,3586254,IL,701 N. Sacramento,(773) 265-7605,6823824
08/02/2015,CHEV,VN,,GRY,Y745857,IL,10300 S. Doty,(773) 568-8495,2769386
08/02/2015,DODG,4D,,BLU,E588834,IL,701 N. Sacramento,(773) 265-7605,6823816
08/02/2015,DODG,VN,CVN,SIL,6419973,IL,701 N. Sacramento,(773) 265-7605,6823818
08/02/2015,DODG,VN,CVN,GRY,00130539,IL,10300 S. Doty,(773) 568-8495,2769367
08/02/2015,FORD,4D,,GRY,S679422,IL,701 N. Sacramento,(773) 265-7605,6823806
08/02/2015,FORD,4D,FOC,BLU,V108820,IL,701 N. Sacramento,(773) 265-7605,6823827
08/02/2015,FORD,4D,,MAR,E484095,IL,701 N. Sacramento,(773) 265-7605,6823852
08/02/2015,FORD,4D,,GLD,X217881,IL,10300 S. Doty,(773) 568-8495,2769358
08/02/2015,GEO,2D,,BLK,E361912,IL,701 N. Sacramento,(773) 265-7605,6823842
08/02/2015,GMC,LL,,BLK,S802767,IL,701 N. Sacramento,(773) 265-7605,6823814
08/02/2015,HOND,4D,ACC,BLK,E743720,IL,701 N. Sacramento,(773) 265-7605,6823828
08/02/2015,HOND,4D,,GRN,E648695,IL,701 N. Sacramento,(773) 265-7605,6823839
08/02/2015,HOND,LL,,BLK,Y938689,IL,701 N. Sacramento,(773) 265-7605,6823811
08/02/2015,HOND,VN,ODY,GRY,E526477,IL,701 N. Sacramento,(773) 265-7605,6823831
08/02/2015,JEEP,LL,,BLK,V869233,IL,701 N. Sacramento,(773) 265-7605,6823819
08/02/2015,JEEP,LL,CHE,SIL,PE8292,IN,701 N. Sacramento,(773) 265-7605,6823832
08/02/2015,KAWK,MC,,BLU,CZ7237,IL,701 N. Sacramento,(773) 265-7605,6823833
08/02/2015,MINI,2D,,WHI,R114953,IL,701 N. Sacramento,(773) 265-7605,6823807
08/02/2015,MITS,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2769384
08/02/2015,NISS,4D,,BLU,WML977L,IN,10300 S. Doty,(773) 568-8495,2769357
08/02/2015,NISS,4D,,TAN,Y753204,IL,10300 S. Doty,(773) 568-8495,2769362
08/02/2015,NISS,4D,ALT,PLE,E485161,IL,701 N. Sacramento,(773) 265-7605,6823829
08/02/2015,NISS,4D,,BLK,S788576,IL,10300 S. Doty,(773) 568-8495,2769380
08/02/2015,PONT,4D,,MAR,E871203,IL,701 N. Sacramento,(773) 265-7605,6823813
08/02/2015,PONT,4D,,GRY,Y738925,IL,10300 S. Doty,(773) 568-8495,2769351
08/02/2015,PONT,4D,GRA,SIL,D840702,IL,701 N. Sacramento,(773) 265-7605,6823823
08/02/2015,TOYT,4D,,GRY,E934488,IL,10300 S. Doty,(773) 568-8495,467274
08/02/2015,TOYT,LL,RAV,GRY,Y842432,IL,701 N. Sacramento,(773) 265-7605,6823837
08/02/2015,VOLK,4D,,WHI,599TDE,WI,701 N. Sacramento,(773) 265-7605,6823815
08/02/2015,VOLK,LL,,SIL,R523821,IL,701 N. Sacramento,(773) 265-7605,6823821
08/02/2015,VOLV,4D,,WHI,N929069,IL,701 N. Sacramento,(773) 265-7605,6823808
08/02/2015,VOLV,SW,,BLK,N943479,IL,701 N. Sacramento,(773) 265-7605,6823810
08/02/2015,,MC,,BLK,,IL,10300 S. Doty,(773) 568-8495,467272
08/01/2015,ATV,MC,WHE,BLU,10L847,IL,701 N. Sacramento,(773) 265-7605,6823803
08/01/2015,AUDI,4D,,SIL,V433822,IL,10300 S. Doty,(773) 568-8495,2769328
08/01/2015,BUIC,4D,,GLD,V762543,IL,701 N. Sacramento,(773) 265-7605,6823799
08/01/2015,BUIC,4D,,GRN,E650178,IL,10300 S. Doty,(773) 568-8495,2769333
08/01/2015,CADI,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2769297
08/01/2015,CADI,4D,,WHI,V679287,IL,701 N. Sacramento,(773) 265-7605,6823681
08/01/2015,CADI,4D,,BLK,234S064,IL,10300 S. Doty,(773) 568-8495,2769305
08/01/2015,CHEV,2D,,BGE,V615979,IL,10300 S. Doty,(773) 568-8495,2769306
08/01/2015,CHEV,4D,,MAR,E430322,IL,701 N. Sacramento,(773) 265-7605,6823797
08/01/2015,CHEV,4D,MAL,BLK,,IL,400 E. Lower Wacker,(312) 744-7550,934971
08/01/2015,CHEV,4D,,GRY,V680672,IL,10300 S. Doty,(773) 568-8495,2769311
08/01/2015,CHEV,4D,MAL,BLK,E428747,IL,701 N. Sacramento,(773) 265-7605,6823792
08/01/2015,CHEV,4T,,BLK,H730460,IL,701 N. Sacramento,(773) 265-7605,6823668
08/01/2015,CHEV,LL,,RED,E719322,IL,701 N. Sacramento,(773) 265-7605,6823784
08/01/2015,CHEV,PK,,BLU,TK821MTI,IN,10300 S. Doty,(773) 568-8495,2769299
08/01/2015,CHEV,VN,,SIL,214S223,IL,701 N. Sacramento,(773) 265-7605,6823666
08/01/2015,CHRY,4D,,GRY,176S866,IL,10300 S. Doty,(773) 568-8495,2769327
08/01/2015,CHRY,4T,,BLK,5846,IL,10300 S. Doty,(773) 568-8495,2769301
08/01/2015,DODG,4T,,GRY,S236590,IL,701 N. Sacramento,(773) 265-7605,6823676
08/01/2015,FORD,2D,,RED,V856242,IL,701 N. Sacramento,(773) 265-7605,6823685
08/01/2015,FORD,4D,ESC,BLU,,IL,701 N. Sacramento,(773) 265-7605,6823754
08/01/2015,FORD,4D,,BLK,V597082,IL,10300 S. Doty,(773) 568-8495,2769339
08/01/2015,FORD,LL,,RED,E397353,IL,10300 S. Doty,(773) 568-8495,2769344
08/01/2015,HOND,4D,ACC,SIL,S926391,IL,701 N. Sacramento,(773) 265-7605,6823768
08/01/2015,HOND,4D,CIV,SIL,R718421,IL,701 N. Sacramento,(773) 265-7605,6823749
08/01/2015,LEXS,LL,,SIL,V604392,IL,10300 S. Doty,(773) 568-8495,2769313
08/01/2015,LINC,2D,,SIL,V533718,IL,701 N. Sacramento,(773) 265-7605,6823689
08/01/2015,MERC,2D,COU,RED,L743233,IL,10300 S. Doty,(773) 568-8495,2769317
08/01/2015,MERC,4D,,SIL,E993187,IL,701 N. Sacramento,(773) 265-7605,6823710
08/01/2015,MERC,4D,,GRN,E706822,IL,701 N. Sacramento,(773) 265-7605,6823787
08/01/2015,MERC,LL,,BLU,N289554,IL,701 N. Sacramento,(773) 265-7605,6823801
08/01/2015,MONS,MC,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6823802
08/01/2015,NISS,4D,,SIL,Y702963,IL,701 N. Sacramento,(773) 265-7605,6823739
08/01/2015,NISS,4D,ALT,PLE,P434723,IL,701 N. Sacramento,(773) 265-7605,6823741
08/01/2015,PONT,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2769338
08/01/2015,PONT,4D,,BLK,Y751894,IL,701 N. Sacramento,(773) 265-7605,6823687
08/01/2015,PONT,4T,,WHI,E359892,IL,701 N. Sacramento,(773) 265-7605,6823675
08/01/2015,SATR,4T,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6823669
08/01/2015,SUBA,SW,TK,BLU,S663452,IL,701 N. Sacramento,(773) 265-7605,6823773
08/01/2015,TOYT,4D,COA,BLK,A5644306,IL,10300 S. Doty,(773) 568-8495,2769318
07/31/2015,BUIC,VN,,BRO,9865B,IL,701 N. Sacramento,(773) 265-7605,6823662
07/31/2015,CHEV,2D,,BLU,CUNV2,IL,10300 S. Doty,(773) 568-8495,2769290
07/31/2015,CHEV,2D,,SIL,E387383,IL,10300 S. Doty,(773) 568-8495,2769284
07/31/2015,CHEV,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2769261
07/31/2015,CHEV,4T,,GRN,98033PV,IL,701 N. Sacramento,(773) 265-7605,6823544
07/31/2015,CHEV,4T,,BLK,R774458,IL,10300 S. Doty,(773) 568-8495,2769267
07/31/2015,CHEV,LL,SUB,TAN,Y719724,IL,10300 S. Doty,(773) 568-8495,2769288
07/31/2015,CHEV,LL,TK,GRY,3FW740,SD,701 N. Sacramento,(773) 265-7605,6823655
07/31/2015,CHEV,VN,,GRN,Y728469,IL,10300 S. Doty,(773) 568-8495,2769262
07/31/2015,CHEV,VN,TK,GRN,AJU8235,IL,701 N. Sacramento,(773) 265-7605,6823560
07/31/2015,DODG,4D,,TAN,V761577,IL,701 N. Sacramento,(773) 265-7605,6823657
07/31/2015,DODG,4D,,GRY,E359128,IL,701 N. Sacramento,(773) 265-7605,6823650
07/31/2015,DODG,VN,TK,MAR,215XFX,WI,10300 S. Doty,(773) 568-8495,2769260
07/31/2015,FORD,2D,,BLK,S149654,IL,701 N. Sacramento,(773) 265-7605,6823619
07/31/2015,FORD,4D,TAU,SIL,797CD,IN,10300 S. Doty,(773) 568-8495,2769285
07/31/2015,FORD,PK,,GRN,96110G,IL,701 N. Sacramento,(773) 265-7605,6823652
07/31/2015,FORD,SW,TK,SIL,Y792598,IL,10300 S. Doty,(773) 568-8495,2769287
07/31/2015,HOND,4D,ACC,BLK,S483561,IL,701 N. Sacramento,(773) 265-7605,6823600
07/31/2015,HOND,4D,ACC,SIL,,IL,10300 S. Doty,(773) 785-9752,1715390
07/31/2015,HOND,VN,TK,SIL,232S620,IL,10300 S. Doty,(773) 568-8495,2769291
07/31/2015,HYUN,4D,,GLD,E433307,IL,701 N. Sacramento,(773) 265-7605,6823590
07/31/2015,LINC,4T,,TAN,E915405,IL,701 N. Sacramento,(773) 265-7605,6823545
07/31/2015,MAZD,4D,,GLD,138S592,IL,10300 S. Doty,(773) 568-8495,2769296
07/31/2015,MERC,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6823552
07/31/2015,MERC,LL,TK,GLD,Y729579,IL,10300 S. Doty,(773) 568-8495,2769275
07/31/2015,NISS,4D,MAX,GRY,3425987,IL,701 N. Sacramento,(773) 265-7605,6823583
07/31/2015,PONT,4D,,WHI,00125858,IL,10300 S. Doty,(773) 568-8495,2769269
07/31/2015,PONT,4D,,PLE,,IL,10300 S. Doty,(773) 568-8495,2769258
07/31/2015,PONT,4D,,MAR,E703085,IL,701 N. Sacramento,(773) 265-7605,6823648
07/31/2015,SUZI,MC,CYL,GRY,CE185,IL,10300 S. Doty,(773) 568-8495,2769280
07/31/2015,TOYT,4T,,BLK,E594696,IL,701 N. Sacramento,(773) 265-7605,6823548
07/31/2015,TOYT,PK,,RED,TK709MJJ,IN,10300 S. Doty,(773) 568-8495,2769257
07/31/2015,VOLK,2D,,RED,482BW0,IN,10300 S. Doty,(773) 568-8495,2769283
07/31/2015,,TR,,WHI,,IL,10300 S. Doty,(773) 785-9752,1715391
07/30/2015,BMW,4D,,SIL,H547027,IL,701 N. Sacramento,(773) 265-7605,6823520
07/30/2015,BUIC,4D,,TAN,S865608,IL,10300 S. Doty,(773) 568-8495,2769241
07/30/2015,BUIC,4D,CEN,TAN,216S138,IL,701 N. Sacramento,(773) 265-7605,6823528
07/30/2015,CHEV,2D,,RED,Y730337,IL,10300 S. Doty,(773) 568-8495,2769235
07/30/2015,CHEV,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2769224
07/30/2015,CHEV,4D,,RED,993R044,IL,701 N. Sacramento,(773) 265-7605,6823442
07/30/2015,CHEV,4D,,WHI,256S446,IL,10300 S. Doty,(773) 568-8495,2769228
07/30/2015,CHEV,4D,,GLD,N650567,IL,10300 S. Doty,(773) 568-8495,2769250
07/30/2015,CHEV,LL,TK,RED,S489020,IL,10300 S. Doty,(773) 568-8495,2769237
07/30/2015,CHEV,LL,,BLK,S871861,IL,10300 S. Doty,(773) 568-8495,2769245
07/30/2015,CHRY,4D,SEB,SIL,P194193,IL,10300 S. Doty,(773) 568-8495,2769247
